locus_id,go_id,go_name
b1324,GO:0008379,thioredoxin peroxidase activity
b1324,GO:0032843,hydroperoxide reductase activity
b1324,GO:0034599,cellular response to oxidative stress
b1325,GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives"
b1326,GO:0004040,amidase activity
b1326,GO:0005737,cytoplasm
b1326,GO:0008270,zinc ion binding
b1326,GO:0009050,glycopeptide catabolic process
b1326,GO:0009253,peptidoglycan catabolic process
b1326,GO:0061473,murein tripeptide carboxypeptidase activity
b1327,GO:0051301,cell division
b1328,GO:0003677,DNA binding
b1328,GO:0003700,DNA binding transcription factor activity
b1328,GO:0006351,"transcription, DNA-templated"
b1328,GO:0043565,sequence-specific DNA binding
b1328,GO:0045892,"negative regulation of transcription, DNA-templated"
b1328,GO:0071978,bacterial-type flagellum-dependent swarming motility
b1329,GO:0015197,peptide transporter activity
b1329,GO:0015834,peptidoglycan-associated peptide transport
b1329,GO:0030288,outer membrane-bounded periplasmic space
b1329,GO:0042597,periplasmic space
b1329,GO:0042939,tripeptide transport
b1330,GO:0005886,plasma membrane
b1330,GO:0005887,integral component of plasma membrane
b1330,GO:0006811,ion transport
b1330,GO:0008381,mechanosensitive ion channel activity
b1330,GO:0071470,cellular response to osmotic stress
b1333,GO:0034644,cellular response to UV
b1333,GO:0044010,single-species biofilm formation
b1333,GO:0070301,cellular response to hydrogen peroxide
b1333,GO:0071973,bacterial-type flagellum-dependent cell motility
b1334,GO:0003677,DNA binding
b1334,GO:0003700,DNA binding transcription factor activity
b1334,GO:0005829,cytosol
b1334,GO:0006355,"regulation of transcription, DNA-templated"
b1334,GO:0009061,anaerobic respiration
b1334,GO:0051536,iron-sulfur cluster binding
b1334,GO:0051539,"4 iron, 4 sulfur cluster binding"
b1334,GO:0071731,response to nitric oxide
b1335,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity
b1335,GO:0006307,DNA dealkylation involved in DNA repair
b1336,GO:0005886,plasma membrane
b1336,GO:0015291,secondary active transmembrane transporter activity
b1336,GO:0015558,secondary active p-aminobenzoyl-glutamate transmembrane transporter activity
b1336,GO:0015814,p-aminobenzoyl-glutamate transport
b1336,GO:0016021,integral component of membrane
b1337,GO:0005515,protein binding
b1337,GO:0005737,cytoplasm
b1337,GO:0046657,folic acid catabolic process
b1337,GO:0046982,protein heterodimerization activity
b1337,GO:0071713,para-aminobenzoyl-glutamate hydrolase activity
b1338,GO:0005515,protein binding
b1338,GO:0005737,cytoplasm
b1338,GO:0046657,folic acid catabolic process
b1338,GO:0046982,protein heterodimerization activity
b1338,GO:0071713,para-aminobenzoyl-glutamate hydrolase activity
b1339,GO:0003700,DNA binding transcription factor activity
b1339,GO:0006351,"transcription, DNA-templated"
b1340,GO:0003677,DNA binding
b1340,GO:0004520,endodeoxyribonuclease activity
b1341,GO:0005515,protein binding
b1341,GO:0019935,cyclic-nucleotide-mediated signaling
b1341,GO:0042802,identical protein binding
b1341,GO:0051091,positive regulation of DNA binding transcription factor activity
b1341,GO:0052621,diguanylate cyclase activity
b1341,GO:1900233,positive regulation of single-species biofilm formation on inanimate substrate
b1342,GO:0005887,integral component of plasma membrane
b1342,GO:0016020,membrane
b1342,GO:0022883,zinc efflux transmembrane transporter activity
b1342,GO:0046873,metal ion transmembrane transporter activity
b1342,GO:0071577,zinc II ion transmembrane transport
b1342,GO:0098655,cation transmembrane transport
b1343,GO:0000027,ribosomal large subunit assembly
b1343,GO:0003724,RNA helicase activity
b1343,GO:0005524,ATP binding
b1343,GO:0010501,RNA secondary structure unwinding
b1343,GO:0016887,ATPase activity
b1343,GO:0019843,rRNA binding
b1343,GO:0033677,DNA/RNA helicase activity
b1343,GO:0034459,ATP-dependent 3'-5' RNA helicase activity
b1343,GO:0043531,ADP binding
b1344,GO:0005829,cytosol
b1344,GO:0006400,tRNA modification
b1344,GO:0016783,sulfurtransferase activity
b1344,GO:0034227,tRNA thio-modification
b1344,GO:0051539,"4 iron, 4 sulfur cluster binding"
b1346,GO:0032359,provirus excision
b1346,GO:1990837,sequence-specific double-stranded DNA binding
b1347,GO:0006259,DNA metabolic process
b1348,GO:1990238,double-stranded DNA endodeoxyribonuclease activity
b1349,GO:0003677,DNA binding
b1349,GO:0003697,single-stranded DNA binding
b1349,GO:0005515,protein binding
b1349,GO:0032508,DNA duplex unwinding
b1349,GO:0032993,protein-DNA complex
b1349,GO:0043150,DNA synthesis involved in double-strand break repair via homologous recombination
b1350,GO:0051908,double-stranded DNA 5'-3' exodeoxyribonuclease activity
b1352,GO:0046677,response to antibiotic
b1352,GO:0051782,negative regulation of cell division
b1353,GO:0005886,plasma membrane
b1360,GO:0005737,cytoplasm
b1360,GO:0006271,DNA strand elongation involved in DNA replication
b1361,GO:0005515,protein binding
b1362,GO:0005515,protein binding
b1363,GO:0005267,potassium channel activity
b1363,GO:0005886,plasma membrane
b1363,GO:0005887,integral component of plasma membrane
b1363,GO:0006813,potassium ion transport
b1363,GO:0030955,potassium ion binding
b1363,GO:0071805,potassium ion transmembrane transport
b1370,GO:0005829,cytosol
b1370,GO:0045893,"positive regulation of transcription, DNA-templated"
b1374,GO:0000150,recombinase activity
b1374,GO:0005515,protein binding
b1375,GO:0009409,response to cold
b1376,GO:0005524,ATP binding
b1376,GO:0006979,response to oxidative stress
b1376,GO:0007155,cell adhesion
b1377,GO:0015288,porin activity
b1377,GO:0016020,membrane
b1377,GO:0034219,carbohydrate transmembrane transport
b1378,GO:0006979,response to oxidative stress
b1378,GO:0043873,pyruvate-flavodoxin oxidoreductase activity
b1379,GO:0009408,response to heat
b1379,GO:0016020,membrane
b1380,GO:0005829,cytosol
b1380,GO:0008720,D-lactate dehydrogenase activity
b1380,GO:0009408,response to heat
b1380,GO:0019664,mixed acid fermentation
b1380,GO:0070404,NADH binding
b1381,GO:0005886,plasma membrane
b1384,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding
b1384,GO:0003700,DNA binding transcription factor activity
b1384,GO:0045893,"positive regulation of transcription, DNA-templated"
b1385,GO:0008957,phenylacetaldehyde dehydrogenase activity
b1385,GO:0009435,NAD biosynthetic process
b1385,GO:0016491,oxidoreductase activity
b1385,GO:0019607,phenylethylamine catabolic process
b1385,GO:0046196,4-nitrophenol catabolic process
b1385,GO:0047106,4-hydroxyphenylacetaldehyde dehydrogenase activity
b1385,GO:0051289,protein homotetramerization
b1386,GO:0005507,copper ion binding
b1386,GO:0005509,calcium ion binding
b1386,GO:0008131,primary amine oxidase activity
b1386,GO:0019607,phenylethylamine catabolic process
b1386,GO:0042597,periplasmic space
b1386,GO:0048038,quinone binding
b1386,GO:0055114,oxidation-reduction process
b1387,GO:0004300,enoyl-CoA hydratase activity
b1387,GO:0010124,phenylacetate catabolic process
b1387,GO:0016726,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor"
b1387,GO:0016803,ether hydrolase activity
b1387,GO:0016823,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
b1388,GO:0005829,cytosol
b1388,GO:0010124,phenylacetate catabolic process
b1389,GO:0010124,phenylacetate catabolic process
b1390,GO:0005515,protein binding
b1390,GO:0005829,cytosol
b1390,GO:0010124,phenylacetate catabolic process
b1391,GO:0010124,phenylacetate catabolic process
b1392,GO:0010124,phenylacetate catabolic process
b1392,GO:0050660,flavin adenine dinucleotide binding
b1392,GO:0051537,"2 iron, 2 sulfur cluster binding"
b1393,GO:0004300,enoyl-CoA hydratase activity
b1393,GO:0005515,protein binding
b1393,GO:0006635,fatty acid beta-oxidation
b1393,GO:0010124,phenylacetate catabolic process
b1393,GO:0042802,identical protein binding
b1394,GO:0004300,enoyl-CoA hydratase activity
b1394,GO:0005515,protein binding
b1394,GO:0006635,fatty acid beta-oxidation
b1394,GO:0010124,phenylacetate catabolic process
b1394,GO:0016853,isomerase activity
b1394,GO:0042802,identical protein binding
b1395,GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity
b1395,GO:0008691,3-hydroxybutyryl-CoA dehydrogenase activity
b1395,GO:0010124,phenylacetate catabolic process
b1396,GO:0016289,CoA hydrolase activity
b1397,GO:0006974,cellular response to DNA damage stimulus
b1397,GO:0010124,phenylacetate catabolic process
b1397,GO:0016740,transferase activity
b1397,GO:0033812,3-oxoadipyl-CoA thiolase activity
b1398,GO:0010124,phenylacetate catabolic process
b1398,GO:0016405,CoA-ligase activity
b1398,GO:0047475,phenylacetate-CoA ligase activity
b1399,GO:0000984,bacterial-type RNA polymerase regulatory region sequence-specific DNA binding
b1399,GO:0005515,protein binding
b1399,GO:0006351,"transcription, DNA-templated"
b1399,GO:0010124,phenylacetate catabolic process
b1399,GO:2000143,"negative regulation of DNA-templated transcription, initiation"
b1400,GO:0016289,CoA hydrolase activity
b1404,GO:0004803,transposase activity
b1404,GO:0032196,transposition
b1406,GO:0005829,cytosol
b1407,GO:0051595,response to methylglyoxal
b1408,GO:0005886,plasma membrane
b1408,GO:0008444,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
b1409,GO:0005886,plasma membrane
b1409,GO:0009273,peptidoglycan-based cell wall biogenesis
b1410,GO:0005515,protein binding
b1410,GO:0006629,lipid metabolic process
b1410,GO:0016020,membrane
b1410,GO:0016298,lipase activity
b1411,GO:0005515,protein binding
b1411,GO:0005886,plasma membrane
b1411,GO:0005887,integral component of plasma membrane
b1412,GO:0005829,cytosol
b1412,GO:0006979,response to oxidative stress
b1412,GO:0010181,FMN binding
b1412,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
b1412,GO:0050446,azobenzene reductase activity
b1413,GO:0004004,ATP-dependent RNA helicase activity
b1413,GO:0004386,helicase activity
b1413,GO:0006397,mRNA processing
b1413,GO:0009451,RNA modification
b1414,GO:0005886,plasma membrane
b1414,GO:0016021,integral component of membrane
b1415,GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity
b1415,GO:0005829,cytosol
b1415,GO:0008911,lactaldehyde dehydrogenase activity
b1415,GO:0019301,rhamnose catabolic process
b1415,GO:0042355,L-fucose catabolic process
b1415,GO:0042802,identical protein binding
b1415,GO:0050569,glycolaldehyde dehydrogenase activity
b1415,GO:0051289,protein homotetramerization
b1418,GO:0005886,plasma membrane
b1418,GO:0020037,heme binding
b1421,GO:0004888,transmembrane signaling receptor activity
b1421,GO:0005515,protein binding
b1421,GO:0005886,plasma membrane
b1421,GO:0005887,integral component of plasma membrane
b1421,GO:0006935,chemotaxis
b1421,GO:0007165,signal transduction
b1422,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding
b1422,GO:0003677,DNA binding
b1422,GO:0005829,cytosol
b1422,GO:0006351,"transcription, DNA-templated"
b1422,GO:0043565,sequence-specific DNA binding
b1422,GO:0045892,"negative regulation of transcription, DNA-templated"
b1424,GO:0030288,outer membrane-bounded periplasmic space
b1424,GO:0032951,regulation of beta-glucan biosynthetic process
b1427,GO:0004596,peptide alpha-N-acetyltransferase activity
b1427,GO:0005737,cytoplasm
b1427,GO:0006464,cellular protein modification process
b1427,GO:0006474,N-terminal protein amino acid acetylation
b1427,GO:0008080,N-acetyltransferase activity
b1427,GO:0008999,ribosomal-protein-alanine N-acetyltransferase activity
b1427,GO:0017198,N-terminal peptidyl-serine acetylation
b1427,GO:1990189,peptide-serine-N-acetyltransferase activity
b1429,GO:0005886,plasma membrane
b1429,GO:0005887,integral component of plasma membrane
b1429,GO:0006812,cation transport
b1429,GO:0046583,cation efflux transmembrane transporter activity
b1429,GO:0046690,response to tellurium ion
b1429,GO:0055085,transmembrane transport
b1430,GO:0005829,cytosol
b1430,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity
b1430,GO:0046690,response to tellurium ion
b1433,GO:0005886,plasma membrane
b1433,GO:0016021,integral component of membrane
b1433,GO:0022857,transmembrane transporter activity
b1433,GO:0055085,transmembrane transport
b1434,GO:0003677,DNA binding
b1434,GO:0003700,DNA binding transcription factor activity
b1434,GO:0043565,sequence-specific DNA binding
b1434,GO:0045892,"negative regulation of transcription, DNA-templated"
b1434,GO:0045893,"positive regulation of transcription, DNA-templated"
b1435,GO:0005515,protein binding
b1439,GO:0006351,"transcription, DNA-templated"
b1440,GO:0009290,DNA import into cell involved in transformation
b1440,GO:0030288,outer membrane-bounded periplasmic space
b1440,GO:0042619,poly-hydroxybutyrate biosynthetic process
b1441,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1442,GO:0005886,plasma membrane
b1442,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1443,GO:0005886,plasma membrane
b1443,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1444,GO:0005829,cytosol
b1444,GO:0009447,putrescine catabolic process
b1444,GO:0019145,aminobutyraldehyde dehydrogenase activity
b1444,GO:0033737,1-pyrroline dehydrogenase activity
b1444,GO:0042802,identical protein binding
b1445,GO:0005887,integral component of plasma membrane
b1445,GO:0019835,cytolysis
b1446,GO:0005515,protein binding
b1446,GO:0005829,cytosol
b1447,GO:0005886,plasma membrane
b1447,GO:0006928,movement of cell or subcellular component
b1448,GO:0005829,cytosol
b1448,GO:0006473,protein acetylation
b1448,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups"
b1449,GO:0016491,oxidoreductase activity
b1449,GO:0055114,oxidation-reduction process
b1450,GO:0003700,DNA binding transcription factor activity
b1450,GO:0045892,"negative regulation of transcription, DNA-templated"
b1452,GO:0003677,DNA binding
b1452,GO:0030288,outer membrane-bounded periplasmic space
b1453,GO:0005886,plasma membrane
b1463,GO:0004060,arylamine N-acetyltransferase activity
b1463,GO:0046990,N-hydroxyarylamine O-acetyltransferase activity
b1465,GO:0005886,plasma membrane
b1465,GO:0008940,nitrate reductase activity
b1465,GO:0009055,electron transfer activity
b1465,GO:0009061,anaerobic respiration
b1465,GO:0009325,nitrate reductase complex
b1465,GO:0019645,anaerobic electron transport chain
b1465,GO:0020037,heme binding
b1466,GO:0005515,protein binding
b1467,GO:0005515,protein binding
b1467,GO:0006974,cellular response to DNA damage stimulus
b1467,GO:0008940,nitrate reductase activity
b1467,GO:0009055,electron transfer activity
b1467,GO:0009061,anaerobic respiration
b1467,GO:0009325,nitrate reductase complex
b1467,GO:0019645,anaerobic electron transport chain
b1467,GO:0051536,iron-sulfur cluster binding
b1468,GO:0005515,protein binding
b1468,GO:0008940,nitrate reductase activity
b1468,GO:0009061,anaerobic respiration
b1468,GO:0009325,nitrate reductase complex
b1468,GO:0016020,membrane
b1468,GO:0019645,anaerobic electron transport chain
b1468,GO:0043546,molybdopterin cofactor binding
b1469,GO:0005886,plasma membrane
b1469,GO:0005887,integral component of plasma membrane
b1469,GO:0015112,nitrate transmembrane transporter activity
b1469,GO:0015514,nitrite efflux transmembrane transporter activity
b1469,GO:0015706,nitrate transport
b1469,GO:0015707,nitrite transport
b1473,GO:0005302,L-tyrosine transmembrane transporter activity
b1473,GO:0005886,plasma membrane
b1473,GO:0015192,L-phenylalanine transmembrane transporter activity
b1473,GO:0015196,L-tryptophan transmembrane transporter activity
b1473,GO:0015823,phenylalanine transport
b1473,GO:0015827,tryptophan transport
b1473,GO:0015828,tyrosine transport
b1474,GO:0005515,protein binding
b1474,GO:0008430,selenium binding
b1474,GO:0009055,electron transfer activity
b1474,GO:0009061,anaerobic respiration
b1474,GO:0009326,formate dehydrogenase complex
b1474,GO:0015944,formate oxidation
b1474,GO:0016020,membrane
b1474,GO:0030151,molybdenum ion binding
b1474,GO:0030288,outer membrane-bounded periplasmic space
b1474,GO:0036397,formate dehydrogenase (quinone) activity
