locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b0386,proC,proC,pyrroline-5-carboxylate reductase,Amino acid transport and metabolism,,P0A9L8,404835,405644,-,False,False,False,False,True,True,True,True,False,False,True,550.0,580.0,7.1699016495,6.760463705,0.3411691069999998
b0387,yaiI,yaiI,DUF188 domain-containing protein YaiI,Function unknown,,P0A8D3,405764,406222,+,False,False,False,False,False,False,True,True,False,True,False,25.5,,5.8083283045,5.755605688999999,0.30982989191317145
b0388,aroL,aroL,shikimate kinase 2,Nucleotide transport and metabolism,"RpoD,TyrR,TrpR",P0A6E1,406405,406929,+,True,False,False,False,True,True,True,True,False,False,True,406.5,277.0,8.0757650665,8.034530792,0.4772827930000014
b0389,yaiA,yaiA,protein YaiA,Function unknown,"RpoD,YfeC,TyrR,TrpR,ppGpp",P0AAN5,406979,407170,+,True,False,False,False,False,False,True,True,False,True,False,367.5,,7.945632353500001,8.252798833,0.5557361659999991
b0390,aroM,aroM,protein AroM,Amino acid transport and metabolism,"RpoD,YfeC,TyrR,ppGpp,TrpR",P0AE28,407428,408105,+,True,False,False,False,False,False,True,True,False,True,False,106.0,,5.8946809905,5.959647903,0.5699711009999993
b0391,ppnP,ppnP;yaiE,nucleoside phosphorylase PpnP,Function unknown,ppGpp,P0C037,408177,408461,+,False,False,False,False,False,False,True,True,False,False,True,1165.0,776.0,8.258137710500002,8.0603493,0.4552365150000002
b0392,ykiA,ykiA,DUF2773 domain-containing protein YkiA,Function unknown,RcsB-BglJ,,408609,408950,+,True,False,False,False,False,False,True,True,True,False,False,,,4.766948435,5.05596112,0.5084858700000003
b4732,ykiD,,protein YkiD,No COG annotation,,UPI00045A67BA,408947,409030,+,False,False,False,False,False,False,False,False,False,False,False,,,,,
b0393,rdgC,rdgC;yaiD,nucleoid-associated protein RdgC,"Translation, ribosomal structure and biogenesis",,P36767,409108,410019,-,False,False,False,False,False,False,True,True,False,False,True,429.0,420.0,7.034109799,6.455442287,0.39718312499999975
b0394,mak,mak;yajF,manno(fructo)kinase,Carbohydrate transport and metabolism,,P23917,410144,411052,+,True,False,False,False,True,True,True,True,False,False,True,240.5,169.0,5.1473582024999995,5.126818984,0.5148374059999998
b0396,araJ,araJ,putative transport protein AraJ,Amino acid transport and metabolism,"RpoD,YfeC,AraC,Crp",P23910,411297,412481,-,False,False,False,False,False,False,True,True,False,True,False,,,4.0160963810000005,4.12170105,0.2585865570542518
b0397,sbcC,sbcC;rmuA,ATP dependent%2C structure specific DNA nuclease - SbcC subunit,"Replication, recombination and repair","RpoD,YfeC,PhoB",P13458,412607,415753,-,False,False,False,False,False,False,True,True,False,False,False,11.0,,4.9542358024999995,4.407306935,0.259109703
b0398,sbcD,sbcD;yajA,ATP dependent%2C structure specific DNA nuclease - SbcD subunit,"Replication, recombination and repair","RpoD,PhoB,Nac",P0AG76,415750,416952,-,False,False,False,False,False,False,True,True,False,False,False,2.5,,5.1471758205,4.702763765,0.3161571329999999
b0399,phoB,phoB,DNA-binding transcriptional dual regulator PhoB,Transcription,"RpoD,PhoB,Nac",P0AFJ5,417142,417831,+,True,False,False,False,False,False,True,True,False,False,False,12.5,,5.282633958,5.068675538,0.3625536829999998
b0400,phoR,phoR;nmpB,sensory histidine kinase PhoR,Signal transduction mechanisms,"RpoD,PhoB",P08400,417889,419184,+,True,False,False,False,False,False,True,True,False,False,False,,,4.1376167745,3.838927277,0.3492871051197657
b0401,brnQ,brnQ,branched chain amino acid transporter BrnQ,Amino acid transport and metabolism,Lrp,P0AD99,419591,420910,+,False,False,False,False,True,True,True,True,False,False,True,,167.0,5.3286301415,5.975744392,0.5991758390000008
b0402,proY,proY;yajM,putative transporter ProY,Amino acid transport and metabolism,ppGpp,P0AAE2,420986,422359,+,False,False,False,False,True,False,True,True,False,False,True,,122.0,5.1815482704999996,5.332624010732888,0.4754346467328885
b0403,malZ,malZ,maltodextrin glucosidase,Carbohydrate transport and metabolism,MalT,P21517,422518,424332,+,True,False,False,False,True,True,True,True,False,False,False,0.0,,4.534604556,4.451765405,0.23943919199999986
b0404,acpH,acpH;yajB,acyl carrier protein phosphodiesterase,Lipid transport and metabolism,,P21515,424337,424918,-,False,False,False,False,True,True,True,True,False,False,False,,,5.391452379,4.670506254,0.3932539540000004
b0405,queA,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,Nucleotide transport and metabolism,"ppGpp,Fis",P0A7F9,425011,426081,+,True,False,False,True,False,True,True,True,False,False,True,203.5,196.0,6.2663976955,5.772045311,0.3855660589999994
b0406,tgt,tgt,tRNA-guanine transglycosylase,Nucleotide transport and metabolism,ppGpp,P0A847,426137,427264,+,False,False,False,True,False,True,True,True,False,False,True,417.5,450.0,7.951637846000001,7.56444725,0.34406891400000017
b0407,yajC,yajC,Sec translocon accessory complex subunit YajC,"Intracellular trafficking, secretion, and vesicular transport",ppGpp,P0ADZ7,427287,427619,+,False,False,False,False,False,False,True,True,False,False,True,4489.5,4021.0,9.590647897499998,10.03096044,0.3501775279999997
b0408,secD,secD,Sec translocon accessory complex subunit SecD,"Intracellular trafficking, secretion, and vesicular transport",,P0AG90,427647,429494,+,False,False,True,False,False,True,True,True,False,False,True,451.5,1529.0,8.117550812000001,8.104939928,0.23364574599999877
b0409,secF,secF,Sec translocon accessory complex subunit SecF,"Intracellular trafficking, secretion, and vesicular transport",,P0AG93,429505,430476,+,False,False,True,False,False,True,True,True,False,False,True,519.5,827.0,7.536357494999999,7.758109607232073,0.26634002735139095
b0410,yajD,yajD,HNH nuclease family protein,Defense mechanisms,Nac,P0AAQ2,430605,430952,+,False,False,False,False,False,False,True,True,False,True,True,120.5,178.0,6.9248047525,7.317846827,0.3896792859999998
b0411,tsx,tsx;nupA,nucleoside-specific channel-forming protein Tsx,Cell wall/membrane/envelope biogenesis,"RpoD,YeiE,DeoR,ppGpp,Crp,CytR,micA,rybB",P0A927,431129,432013,-,True,False,False,False,True,True,True,True,False,False,True,1052.0,1433.0,9.448029810000001,8.624906055,0.5082303619814486
b0412,yajI,yajI,putative lipoprotein YajI,Cell wall/membrane/envelope biogenesis,YfeC,P46122,432312,432851,-,True,False,False,False,False,False,True,True,False,True,False,,,3.9995288275,3.949866331,0.3886833040000002
b0413,nrdR,nrdR;ybaD,NrdR transcriptional repressor,Transcription,RpoD,P0A8D0,433002,433451,+,False,False,False,False,False,False,True,True,False,False,True,212.0,288.0,7.299848389999999,7.331247326655508,0.2725103483444915
b0414,ribD,ribD;ribG;ybaE,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,Coenzyme transport and metabolism,"RpoD,YcjW",P25539,433455,434558,+,False,False,True,True,True,True,True,True,False,False,True,136.5,306.0,7.1559143625,6.820846061,0.22978235500000022
b0415,ribE,ribE;ribH;ybaF,6%2C7-dimethyl-8-ribityllumazine synthase,Coenzyme transport and metabolism,"RpoD,RpoH,Lrp",P61714,434647,435117,+,False,False,True,True,True,True,True,True,False,False,True,5314.0,1190.0,8.6362804,8.336080658389884,0.27620621703496084
b0416,nusB,nusB;groNB;ssyB,transcription antitermination protein NusB,Transcription,"RpoD,RpoH,Lrp,Nac",P0A780,435137,435556,+,False,False,False,True,False,True,True,True,False,False,True,1068.0,494.0,8.8579552315,8.778273559,0.2904320060000014
b0417,thiL,thiL,thiamine monophosphate kinase,Nucleotide transport and metabolism,"RpoD,RpoH,ppGpp,Nac",P0AGG0,435634,436611,+,False,False,True,True,True,True,True,True,False,False,False,74.5,,5.844413641999999,5.865660082000001,0.3379707570000008
b0418,pgpA,pgpA;yajN,phosphatidylglycerophosphatase A,Lipid transport and metabolism,"RpoD,RpoH",P18200,436589,437107,+,False,False,False,False,True,True,True,True,False,False,False,,,6.487147962,6.978494735,0.31747548200000075
b0419,yajO,yajO,1-deoxyxylulose-5-phosphate synthase YajO,Energy production and conversion,"RpoD,YciT,Nac,ppGpp",P77735,437161,438135,-,False,False,False,False,False,False,True,True,False,False,True,535.0,291.0,6.871116152000001,6.614623923195835,0.6963887068041643
b0420,dxs,dxs;yajP,1-deoxy-D-xylulose-5-phosphate synthase,Nucleotide transport and metabolism,RpoD,P77488,438315,440177,-,False,False,True,True,True,True,True,True,False,False,True,294.5,450.0,7.125342313500001,6.757911099499795,0.24994385616757686
b0421,ispA,ispA,geranyl diphosphate/farnesyl diphosphate synthase,Coenzyme transport and metabolism,RpoD,P22939,440202,441101,-,False,False,True,False,True,True,True,True,False,False,True,5.0,178.0,7.5365312795,7.231079136659789,0.256814079063032
b0422,xseB,xseB;yajE,exodeoxyribonuclease VII subunit XseB,"Replication, recombination and repair","RpoD,YfeC",P0A8G9,441101,441343,-,False,False,False,False,False,False,True,True,False,False,False,751.5,,8.269681956500001,7.6718115543528915,0.4158403496471079
b0423,thiI,thiI;yajK,tRNA uridine 4-sulfurtransferase,Nucleotide transport and metabolism,"ppGpp,SAM",P77718,441549,442997,+,True,False,False,True,True,True,True,True,False,False,True,144.0,551.0,6.841409322500001,6.221665261,0.3298976289999995
b0424,yajL,yajL;thiJ,protein/nucleic acid deglycase 3,Function unknown,,Q46948,443051,443641,-,False,False,False,False,False,False,True,True,False,False,True,362.5,420.0,6.291339419,6.108295922000001,0.35681407400000165
b0425,panE,panE;apbA,2-dehydropantoate 2-reductase,Coenzyme transport and metabolism,,P0A9J4,443604,444515,-,False,False,False,False,True,True,True,True,False,False,False,,,6.368133968,6.11319328,0.3615567989999997
b0426,yajQ,yajQ,nucleotide binding protein,Function unknown,,P0A8E7,444683,445174,+,True,False,False,False,False,False,True,True,False,False,True,7870.5,1767.0,9.248376906,9.313732848,0.38844863199999935
b0427,yajR,yajR,putative major facilitator superfamily transport protein YajR,Amino acid transport and metabolism,,P77726,445302,446666,-,False,False,False,False,False,False,True,True,False,False,False,,,4.478268761000001,4.203851742,0.38455426300000006
b0428,cyoE,cyoE,heme O synthase,Coenzyme transport and metabolism,"RpoD,Fur,GadE,HprR,Fis,CusR,Fnr,ArcA,Cra,Crp,PdhR",P0AEA5,446815,447705,-,True,False,False,False,True,True,True,True,False,False,False,,,8.704369536000002,8.811436732999999,0.5897329039999999
b0429,cyoD,cyoD,cytochrome bo3 ubiquinol oxidase subunit 4,Energy production and conversion,"RpoD,Fur,GadE,HprR,Fis,CusR,Fnr,ArcA,Cra,Crp,PdhR",P0ABJ6,447717,448046,-,True,False,False,True,True,True,True,True,False,False,False,62.0,,8.7196815035,9.299836525,0.5556321999999998
b0430,cyoC,cyoC,cytochrome bo3 ubiquinol oxidase subunit 3,Energy production and conversion,"RpoD,Fur,GadE,HprR,Fis,CusR,Fnr,ArcA,Cra,Crp,PdhR",P0ABJ3,448046,448660,-,True,False,False,True,True,True,True,True,False,False,False,54.0,,9.4405120845,9.256131831,0.47965853900000077
b0431,cyoB,cyoB,cytochrome bo3 ubiquinol oxidase subunit 1,Energy production and conversion,"RpoD,GadE,Fur,HprR,Fis,CusR,Fnr,ArcA,Cra,Crp,PdhR",P0ABI8,448650,450641,-,True,False,False,True,True,True,True,True,False,False,True,1013.5,2033.0,10.130438085,9.539917025,0.5285966948942242
b0432,cyoA,cyoA,cytochrome bo3 ubiquinol oxidase subunit 2,Energy production and conversion,"RpoD,YneJ,GadE,Fur,HprR,Fis,CusR,Fnr,ArcA,Cra,Crp,PdhR",P0ABJ1,450663,451610,-,True,False,False,True,True,True,True,True,False,False,True,2216.5,2392.0,10.808603439999999,10.27893654,0.5122531299999995
b0433,ampG,ampG,muropeptide:H(+) symporter,Inorganic ion transport and metabolism,"RpoD,YbaQ",P0AE16,452070,453545,-,False,False,False,False,True,True,True,True,False,False,False,,,6.157013889000001,5.420974079,0.48055479102461174
b0434,yajG,yajG,putative lipoprotein YajG,Cell wall/membrane/envelope biogenesis,RpoD,P0ADA5,453589,454167,-,False,False,False,False,False,False,True,True,False,True,True,3556.5,1254.0,8.508405620000001,8.209205784,0.4299694649999992
b0435,bolA,bolA,DNA-binding transcriptional dual regulator BolA,Transcription,"RpoD,RpoS,H-NS,OmpR,ppGpp",P0ABE2,454472,454789,+,False,False,False,False,False,False,True,True,False,False,True,201.5,165.0,9.103539094,8.784035937999999,0.669248177183789
b0436,tig,tig,trigger factor,"Cell cycle control, cell division, chromosome partitioning",YciT,P0A850,455133,456431,+,False,False,False,True,False,True,True,True,False,False,True,15838.0,11044.0,10.72136084,10.28675866,0.40285687999999986
b0437,clpP,clpP;lopP,ATP-dependent Clp protease proteolytic subunit,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,Lrp",P0A6G7,456677,457300,+,False,False,False,False,False,False,True,True,False,False,True,6581.5,1686.0,9.646675839,9.33874208,0.2856578359999986
b0438,clpX,clpX;lopC,ATP-dependent Clp protease ATP-binding subunit ClpX,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoE,YidZ,RpoH",P0A6H1,457426,458700,+,False,False,False,False,False,False,True,True,False,False,True,2151.0,1432.0,9.4752436555,9.305752786,0.29217915500000124
b0439,lon,lon;capR;deg;lopA;muc,Lon protease,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoE,RpoH,gcvB,GadX",P0A9M0,458888,461242,+,True,False,False,False,False,False,True,True,False,False,True,1170.5,1408.0,7.867303508999999,8.13734862,0.3151452758004716
b0440,hupB,hupB;hopD,DNA-binding protein HU-beta,"Replication, recombination and repair","RpoD,Crp,Fis",P0ACF4,461451,461723,+,False,False,False,False,False,False,True,True,False,False,True,36656.5,863.0,11.033609845,11.23767079,0.4156986000000007
b0441,ppiD,ppiD;ybaU,periplasmic folding chaperone,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoH,CpxR",P0ADY1,461915,463786,+,False,False,False,False,False,False,True,True,False,False,True,1289.5,1508.0,8.0775898645,7.907010181947442,0.29092467505255826
b0442,ybaV,ybaV,helix-hairpin-helix 3 family protein,"Replication, recombination and repair",,P0AAR8,463937,464308,+,True,False,False,False,False,False,True,True,False,True,False,,,3.9921582334999997,4.153882220260067,0.46992823373993264
b0443,fadM,fadM;tesC;ybaW,thioesterase III,Function unknown,"RpoE,FadR",P77712,464402,464800,+,True,False,False,False,False,False,True,True,False,False,False,58.5,,3.933912964,4.192496815,0.711152926
b0444,queC,queC;ybaX,7-cyano-7-deazaguanine synthase,Nucleotide transport and metabolism,,P77756,464852,465547,-,False,False,False,True,True,True,True,True,False,False,True,205.5,269.0,5.7030899545,6.10465273,0.2694688720000009
b0445,ybaE,ybaE,putative protein YbaE,Function unknown,,P46890,465612,467312,-,True,False,False,False,False,False,True,True,False,True,False,,,2.826051569,2.7845649324445767,0.7076076745554234
b0446,cof,cof,HMP-PP phosphatase,Function unknown,,P46891,467412,468230,+,False,False,False,False,True,True,True,True,False,False,False,,,5.0613915995,4.815305677,0.35302669299999945
b0447,decR,decR;ybaO,DNA-binding transcriptional activator DecR,Transcription,"RpoD,YbaO,SoxS,MarA",P0ACJ5,468383,468841,+,True,False,False,False,False,False,True,True,False,False,False,,,5.691277353,5.10573496,0.46967333999999994
b0448,mdlA,mdlA;mdl,ABC transporter family protein MdlA,Inorganic ion transport and metabolism,YbcM,P77265,468871,470643,+,True,False,False,False,False,False,True,True,False,True,False,,,3.8015942695,3.9246968,0.302106722
b0449,mdlB,mdlB;mdl,ABC transporter family protein MdlB,Inorganic ion transport and metabolism,,P0AAG5,470636,472417,+,True,False,False,False,False,False,True,True,False,True,True,,121.0,3.9780710280000005,3.640787095,0.3490310670000003
b0450,glnK,glnK;ybaI,nitrogen regulator GlnK,Transcription,"RpoN,Fur,GadX,Fnr,NtrC,Lrp",P0AC55,472598,472936,+,True,False,False,False,False,False,True,True,False,False,False,24.5,,4.736142388499999,2.144234352,1.0888778819999998
b0451,amtB,amtB;ybaG,ammonia/ammonium transporter,Inorganic ion transport and metabolism,"RpoN,GadX,Fur,Fnr,NtrC",P69681,472966,474252,+,True,False,False,False,True,True,True,True,False,False,False,2.0,,4.745682836,3.39245359,0.4861461669999998
b0452,tesB,tesB,acyl-CoA thioesterase II,Lipid transport and metabolism,,P0AGG2,474301,475161,-,False,False,False,True,True,True,True,True,False,False,True,193.0,168.0,6.0446946685,5.910017901,0.39654861600000046
b0453,ybaY,ybaY,PF09619 family lipoprotein YbaY,Function unknown,oxyS,P77717,475379,475951,+,True,False,False,False,False,False,True,True,False,True,True,4086.5,141.0,8.091364444,7.324540916,1.3093640610000001
